title,title_link,authors,publications,snippet,hcp_name,num_articles
"[HTML][HTML] End-stage renal disease and low level exposure to lead, cadmium and mercury; a population-based, prospective nested case-referent study in Sweden",https://link.springer.com/article/10.1186/1476-069X-12-9,"JN Sommar, MK Svensson, BM Björ, SI Elmståhl… ","Environmental …, 2013 ","Cadmium (Cd), lead (Pb), and mercury (Hg) cause toxicological renal effects, but the clinical 
relevance at low-level exposures in general populations is unclear. The objective of this 
study is to assess the risk of developing end-stage renal disease in relation to Cd, Pb, and Hg …",Maria Svensson,30
FKBP5 expression in human adipose tissue increases following dexamethasone exposure and is associated with insulin resistance,https://www.sciencedirect.com/science/article/pii/S0026049514001644,"MJ Pereira, J Palming, MK Svensson, M Rizell… ","Metabolism, 2014 ","Objective To study effects of dexamethasone on gene expression in human adipose tissue 
aiming to identify potential novel mechanisms for glucocorticoid-induced insulin resistance. 
Materials/methods Subcutaneous and omental adipose tissue, obtained from non-diabetic …",Maria Svensson,30
[HTML][HTML] Amperometric post spike feet reveal most exocytosis is via extended kiss-and-run fusion,https://www.nature.com/articles/srep00907,"LJ Mellander, R Trouillon, MI Svensson, AG Ewing ","Scientific reports, 2012 ","The basis for communication between nerve cells lies in the process of exocytosis, the fusion 
of neurotransmitter filled vesicles with the cell membrane resulting in release of the signaling 
molecules. Even though much is known about this process, the extent that the vesicles are …",Maria Svensson,30
The clinical impact of tumour‐infiltrating lymphocytes in colorectal cancer differs by anatomical subsite: A cohort study,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.30869,"J Berntsson, MC Svensson… ","… journal of cancer, 2017 ","Accumulating evidence demonstrates an association between dense infiltration of lymphocytes 
and prognosis in colorectal cancer (CRC), but whether this prognostic impact differs by 
tumour location remains unknown. This study investigated the prognostic impact of cytotoxic …",Maria Svensson,30
Pan-cancer analysis of the mediator complex transcriptome identifies CDK19 and CDK8 as therapeutic targets in advanced prostate cancer,https://clincancerres.aacrjournals.org/content/23/7/1829.abstract,"J Brägelmann, N Klümper, A Offermann… ","Clinical Cancer …, 2017 ","Purpose: The Mediator complex is a multiprotein assembly, which serves as a hub for diverse 
signaling pathways to regulate gene expression. Because gene expression is frequently 
altered in cancer, a systematic understanding of the Mediator complex in malignancies could …",Maria Svensson,30
[HTML][HTML] Testing mutual exclusivity of ETS rearranged prostate cancer,https://www.nature.com/articles/labinvest2010179,"MA Svensson, CJ LaFargue, TY MacDonald… ","Laboratory …, 2011 ","Prostate cancer is a clinically heterogeneous and multifocal disease. More than 80% of 
patients with prostate cancer harbor multiple geographically discrete cancer foci at the time of 
diagnosis. Emerging data suggest that these foci are molecularly distinct consistent with the …",Maria Svensson,30
Albuminuria and renal function as predictors of cardiovascular events and mortality in a general population of patients with type 2 diabetes: a nationwide observational …,https://journals.sagepub.com/doi/abs/10.1177/1479164113500798,"MK Svensson, J Cederholm… ","Diabetes and …, 2013 ","Objective: Reduced renal function and albuminuria predict cardiovascular (CV) events and 
mortality in type 2 diabetes (T2D). In addition, we evaluated the role of co-existing congestive 
heart failure (CHF) and other CV risk factors on CV events in a large observational …",Maria Svensson,30
"3-Hydroxyisobutyrate, a strong marker of insulin resistance in type 2 diabetes and obesity that modulates white and brown adipocyte metabolism",https://diabetes.diabetesjournals.org/content/69/9/1903.abstract,"MS Nilsen, RÅ Jersin, A Ulvik, A Madsen, A McCann… ","Diabetes, 2020 ","Circulating branched-chain amino acids (BCAAs) associate with insulin resistance and type 
2 diabetes. 3-Hydroxyisobutyrate (3-HIB) is a catabolic intermediate of the BCAA valine. In 
this study, we show that in a cohort of 4,942 men and women, circulating 3-HIB is elevated …",Maria Svensson,30
[HTML][HTML] The prognostic value of Ki67 is dependent on estrogen receptor status and histological grade in premenopausal patients with node-negative breast cancer,https://www.nature.com/articles/modpathol2009167,"M Klintman, PO Bendahl, D Grabau, K Lövgren… ","Modern …, 2010 ","The aim of this study was to evaluate the prognostic value of Ki67 in relation to established 
prognostic factors in lymph node-negative breast cancer, and furthermore, whether the 
prognostic impact was dependent on estrogen receptor (ER) status and histological grade. In 200 …",Marie Klintman,10
[HTML][HTML] Ki67 proliferation in core biopsies versus surgical samples-a model for neo-adjuvant breast cancer studies,https://link.springer.com/article/10.1186/1471-2407-11-341,"Q Romero, PO Bendahl, M Klintman, N Loman… ","BMC cancer, 2011 ","An increasing number of neo-adjuvant breast cancer studies are being conducted and a 
novel model for tumor biological studies, the ""window-of-opportunity"" model, has revealed 
several advantages. Change in tumor cell proliferation, estimated by Ki67-expression in pre-…",Marie Klintman,10
"Changes in expression of genes representing key biologic processes after neoadjuvant chemotherapy in breast cancer, and prognostic implications in residual …",https://clincancerres.aacrjournals.org/content/22/10/2405.short,"M Klintman, R Buus, MCU Cheang, A Sheri… ","Clinical cancer …, 2016 ","Purpose: The primary aim was to derive evidence for or against the clinical importance of several 
biologic processes in patients treated with neoadjuvant chemotherapy (NAC) by assessing 
expression of selected genes with prior implications in prognosis or treatment resistance…",Marie Klintman,10
[HTML][HTML] Agreement between molecular subtyping and surrogate subtype classification: a contemporary population-based study of ER-positive/HER2-negative primary …,https://link.springer.com/article/10.1007/s10549-019-05378-7,"C Lundgren, PO Bendahl, Å Borg, A Ehinger… ","Breast cancer research …, 2019 ","Purpose Oestrogen receptor-positive (ER+) and human epidermal receptor 2-negative (HER2–) 
breast cancers are classified as Luminal A or B based on gene expression, but 
immunohistochemical markers are used for surrogate subtyping. The aims of this study were to …",Marie Klintman,10
"[HTML][HTML] The prognostic value of mitotic activity index (MAI), phosphohistone H3 (PPH3), cyclin B1, cyclin A, and Ki67, alone and in combinations, in node-negative …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0081902,"M Klintman, C Strand, C Ahlin, S Beglerbegovic… ","PLoS …, 2013 ","Proliferation, either as the main common denominator in genetic profiles, or in the form of 
single factors such as Ki67, is recommended for clinical use especially in estrogen receptor-positive 
(ER) patients. However, due to high costs of genetic profiles and lack of reproducibility …",Marie Klintman,10
[HTML][HTML] Prognostic implications of the expression levels of different immunoglobulin heavy chain-encoding RNAs in early breast cancer,https://www.nature.com/articles/s41523-020-0170-2,"C Larsson, A Ehinger, S Winslow, K Leandersson… ","NPJ breast …, 2020 ","The extent and composition of the immune response in a breast cancer is one important 
prognostic factor for the disease. The aim of the current work was to refine the analysis of the 
humoral component of an immune response in breast tumors by quantifying mRNA expression …",Marie Klintman,10
"[HTML][HTML] The combination of Ki67, histological grade and estrogen receptor status identifies a low-risk group among 1,854 chemo-naïve women with N0/N1 primary …",https://springerplus.springeropen.com/articles/10.1186/2193-1801-2-111,"C Strand, M Bak, S Borgquist, G Chebil… ","…, 2013 ","The aim was to confirm a previously defined prognostic index, combining a proliferation 
marker, histological grade, and estrogen receptor (ER) in different subsets of primary N0/N1 
chemo-naïve breast cancer patients. In the present study, including 1,854 patients, Ki67 was …",Marie Klintman,10
"[HTML][HTML] Novel 18-gene signature for predicting relapse in ER-positive, HER2-negative breast cancer",https://breast-cancer-research.biomedcentral.com/articles/10.1186/s13058-018-1040-9,"R Buus, B Yeo, AR Brentnall… ","Breast Cancer …, 2018 ","Several prognostic signatures for early oestrogen receptor-positive (ER+) breast cancer have 
been established with a 10-year follow-up. We tested the hypothesis that signatures 
optimised for 0–5-year and 5–10-year follow-up separately are more prognostic than a single …",Marie Klintman,10
Early surrogate markers of treatment activity: where are we now?,https://academic.oup.com/jncimono/article-abstract/2015/51/24/944829,"M Klintman, M Dowsett ","Journal of the National Cancer Institute …, 2015 ","The assessment of new therapies in the adjuvant setting in early breast cancer requires large 
numbers of patients and many years of follow-up for results to be presented. Therefore, the 
neoadjuvant study setting, which allows for early prediction of treatment response in smaller …",Marie Klintman,10
"[HTML][HTML] A prospective, multicenter validation study of a prognostic index composed of S-phase fraction, progesterone receptor status, and tumour size predicts survival …",https://www.sciencedirect.com/science/article/pii/S0923753419369327,"M Klintman, F Nilsson, PO Bendahl, M Fernö… ","Annals of oncology, 2013 ","Background In a retrospective study on node-negative breast cancer, a prognostic index 
consisting of a proliferation factor, S-phase fraction (SPF), progesterone receptor status (PR), 
and tumour size identified one-third of patients as high risk, with a sixfold increased risk of …",Marie Klintman,10
Association between tumor tissue TIMP-1 levels and objective response to first-line chemotherapy in metastatic breast cancer,https://link.springer.com/article/10.1007/s10549-009-0483-1,"M Klintman, SØ Würtz, IJ Christensen, PB Hertel… ","Breast cancer research …, 2010 ","In a previous study from our laboratory, high tumor levels of tissue inhibitor of metalloproteinases-1 
(TIMP-1) have been associated with an adverse response to chemotherapy in metastatic 
breast cancer suggesting that TIMP-1, which is known to inhibit apoptosis, may be a new …",Marie Klintman,20
Significantly higher expression of vascular endothelial growth factor (VEGF) and shorter survival after recurrences in premenopausal node negative patients with triple …,https://cancerres.aacrjournals.org/content/69/2_Supplement/1077.short,"BK Linderholm, M Klintman, D Grabau, P Bendahl… ",2009 ,"#1077 Background: Triple-negative breast cancer (TNBC) amounts to approximately 15% of 
all breast cancer and is defined as lacking expression of oestrogen- and progesterone 
receptors (ER and PgR) and HER2 leaving chemotherapy as the only treatment option. The …",Marie Klintman,20
Long-Term Prognostication for 20 114 Women With Small and Node-Negative Breast Cancer (T1abN0),https://academic.oup.com/jncics/article-abstract/5/1/pkaa084/5912020,"D Jaraj, J Höijer, L Widman, J Ahlgren… ","JNCI cancer …, 2021 ","Background Although small, node-negative breast cancer (ie, T1abN0) constitutes 20% of 
all newly diagnosed breast cancers, data on prognosis and prognostic factors are limited. 
Methods We conducted a population-based cohort study including 20 114 Swedish women …",Marie Klintman,20
Androgen Receptor in Stage I-II Primary Breast Cancer–Prognostic Value and Distribution in Subgroups,https://ar.iiarjournals.org/content/37/12/6845.short,"E Niméus, E Folkesson, B Nodin, L Hartman… ","Anticancer …, 2017 ","Background/Aim: The value of androgen receptor (AR) in breast cancer has gained renewed 
interest as a prognostic and treatment predictive biomarker. The aims of this work were to 
study the associations and the prognostic value of AR in patients from two clinical cohorts. …",Marie Klintman,20
Biomarkers in residual disease after neoadjuvant chemotherapy of breast cancer predict long-term outcome,https://cancerres.aacrjournals.org/content/75/15_Supplement/5294.short,"R Buus, M Klintman, A Sheri, M Cheang, M Dowsett ",2015 ,"Aim: to assess the prognostic value of 24 candidate genes in residual breast cancers 
following neoadjuvant chemotherapy. Background Patients who do not achieve pathological 
complete response after neoadjuvant chemotherapy have increased risk of recurrence and …",Marie Klintman,20
Is the prognostic value of Ki-67 dependent on ER status and histological grade?.,https://cancerres.aacrjournals.org/content/69/2_Supplement/1076.short,"M Klintman, P Bendahl, D Grabau, K Lövgren… ",2009 ,"#1076 Purpose: Histological grade, tumor size, age, hormone receptor, and HER2 are established 
prognostic indicators for distant recurrences in node negative breast cancer. However, the 
role of the proliferation marker Ki-67 as a prognostic factor is still under debate. The aim …",Marie Klintman,20
Abstract PS18-10: Intratumoural heterogeneity in PgR expression: Molecular and prognostic significance,https://cancerres.aacrjournals.org/content/81/4_Supplement/PS18-10.short,"L Zabaglo, R Buus, E Schuster, B Yeo, M Klintman… ",2021 ,"Background: PgR is only expressed significantly in ER+ breast cancers and is generally 
considered a classical estrogen-sensitive protein, however, while ER+ cells are almost always 
expressed in a non-clustered pattern across the tumour bed, PgR+ cells form clusters or …",Marie Klintman,20
"The combination of Ki67, histological grade and estrogen receptor status identifies a low-risk group among 1,854 chemo-naïve women with N0/N1 primary breast …",https://portal.research.lu.se/portal/en/publications/the-combination-of-ki67-histological-grade-and-estrogen-receptor-status-identifies-a-lowrisk-group-among-1854-chemonaive-women-with-n0n1-primary-breast-cancer(623f91ca-b80f-443d-b6b3-bd68042e40ef).html,"C Forsare, M Bak, S Borgquist, G Chebil… ","…, 2013 ","The combination of Ki67, histological grade and estrogen receptor status identifies a low-risk 
group among 1,854 chemo-naŁve wo Page 1 The combination of Ki67, histological grade and 
estrogen receptor status identifies a low-risk group among 1,854 chemo-naïve women with …",Marie Klintman,20
[BOOK][B] The Prognostic and Treatment Predictive Value of Proliferation and TIMP-1 in Breast Cancer,https://lup.lub.lu.se/record/3734673,M Klintman ,2013 ,"Breast cancer is the most common tumour form and the second leading cause of death in solid 
tumours in women in the Western world. Despite improvements in the treatment, a considerable 
number of patients will relapse and die from their breast cancer. At the same time, a …",Marie Klintman,20
[HTML][HTML] Ki67 proliferation in core biopsies versus surgical samples-a model for neo-adjuvant breast cancer studies,http://oa.las.ac.cn/oainone/service/browseall/read1?ptype=JA&workid=JA201706290040621ZK,"S Borgquist, D Grabau, C Rose, L Rydén, C Ingvar… ",2011 ,"Background An increasing number of neo-adjuvant breast cancer studies are being conducted 
and a novel model for tumor biological studies, the"" window-of-opportunity"" model, has 
revealed several advantages. Change in tumor cell proliferation, estimated by Ki67-expression …",Marie Klintman,20
[CITATION][C] Validation of the predictive value of tissue inhibitor of metalloproteinases-1 for the response to first-line chemotherapy in metastatic breast cancer.,https://portal.research.lu.se/portal/en/publications/validation-of-the-predictive-value-of-tissue-inhibitor-of-metalloproteinases1-for-the-response-to-firstline-chemotherapy-in-metastatic-breast-cancer(f9a17bcf-3152-40d5-877f-e1013021472b).html,"SO Wuertz, M Klintman, IJ Christensen… ","Cancer …, 2009 ",… Marie Klintman …,Marie Klintman,30
Acknowledgement of reviewers 2011,https://search.proquest.com/openview/8486ecee732986e4a59f0f4e83993d3b/1?pq-origsite=gscholar&cbl=36266,"J Abrams, A Adams, F Ademuyiwa… ","Breast Cancer Res …, 2012 ","… Kleer Zdenek Kleibl Jennifer Klemp Kimberly Kline Marie Klintman Julia Knight U. Koch H. 
Phillip Koeffler Sadhna Kohli Zdenek Kolar Yi-Chi Kong Xiangyang Kong Anthony Kong 
Vassiliki Kotoula Konstantin Kousoulas Alwin Krämer Mikhail Krasil’nikov Hans Kreipe …",Marie Klintman,30
[PDF][PDF] Mammographic density. A marker of treatment outcome in breast cancer?,https://portal.research.lu.se/portal/files/84627613/Ida_Skarping_web.pdf,ID Skarping ,2020 ,"Background: Breast cancer is the most common cancer in women worldwide. Personalized 
cancer treatment requires predictive biomarkers, including image-based biomarkers. 
Mammographic density (MD) is a risk factor for developing breast cancer (BC). To study MD might …",Marie Klintman,30
[PDF][PDF] Mammographic density,https://lucris.lub.lu.se/ws/files/84627613/Ida_Skarping_web.pdf,IDA SKARPING ,lucris.lub.lu.se,"Background: Breast cancer is the most common cancer in women worldwide. Personalized 
cancer treatment requires predictive biomarkers, including image-based biomarkers. 
Mammographic density (MD) is a risk factor for developing breast cancer (BC). To study MD might …",Marie Klintman,30
Acknowledgement of reviewers 2018,https://link.springer.com/article/10.1007/s10549-019-05455-x,"SA Bapat, K Aalders, K Aaltonen, M Aapro… ","Breast Cancer Research …, 2019 ","The Editor, Marc Lippman, and Associate Editors: Stephen P. Ethier, Kevin S. Hughes, Kathy 
D. Miller, Steven A. Narod, and Ben H. Park would like to acknowledge the valuable 
contributions of the reviewers to the journal. We fully understand the burden and effort that are …",Marie Klintman,30
Способ прогнозирования эффективности химиотерапии при лечении рака молочной железы,https://elibrary.ru/item.asp?id=37431816,"ОИ Кит, ЮС Шатова, ЛЮ Владимирова, АЭ Лисутин… ",2015 ,"Изобретение относится к медицине, а именно к онкологии. Способ, включающий 
проведение исследования на этапе госпитализации. При проведении исследования 
определяют возраст пациентки в годах (X1), рост пациентки в см (Х2), вес пациентки в кг (Х3), …",Marie Klintman,30
Elevated plasma tissue inhibitor of metalloproteinase‐1 level predicts decreased response and survival in metastatic breast cancer,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.22637,"A Lipton, SM Ali, K Leitzel, L Demers… ","… Journal of the …, 2007 ","BACKGROUND. Tissue inhibitors of metalloproteinase (TIMPs) have at least 2 different 
functions. They inhibit the catalytic activity of matrix metalloproteinases, and they act as growth 
factors. METHODS. Pretreatment ethylenediamine tetracetic acid plasma TIMP‐1 was assayed …",Marie Klintman,30
[HTML][HTML] Proactive Construction of an Annotated Imaging Database for Artificial Intelligence Training,https://link.springer.com/article/10.1007/s10278-020-00384-4,"CB Stadler, M Lindvall, C Lundström, A Bodén… ","Journal of digital …, 2021 ","Artificial intelligence (AI) holds much promise for enabling highly desired imaging diagnostics 
improvements. One of the most limiting bottlenecks for the development of useful clinical-grade 
AI models is the lack of training data. One aspect is the large amount of cases needed …",Marie Klintman,30
Training artificial neural networks directly on the concordance index for censored data using genetic algorithms,https://www.sciencedirect.com/science/article/pii/S0933365713000353,"J Kalderstam, P Edén, PO Bendahl, C Strand… ","Artificial intelligence in …, 2013 ","Objective The concordance index (c-index) is the standard way of evaluating the performance 
of prognostic models in the presence of censored data. Constructing prognostic models 
using artificial neural networks (ANNs) is commonly done by training on error functions which …",Marie Klintman,30
Correlation between MIB‐1 and other proliferation markers: clinical implications of the MIB‐1 cutoff value,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.10458,"F Spyratos, M Ferrero‐Poüs, M Trassard, K Hacène… ","Cancer, 2002 ","BACKGROUND Cell proliferation is a major determinant of the biologic behavior of breast 
carcinoma. MIB‐1 monoclonal antibody is a promising tool for determining cell proliferation on 
routine histologic material. The objectives of this study were to compare MIB‐1 evaluation to …",Marie Klintman,30
[PDF][PDF] Farmaceutická péče u pacientů se substitucí železa při anémii,http://www.praktickelekarenstvi.cz/savepdfs/lek/2012/05/05.pdf,M ZAJÍCOVÁ ,"Praktické lékárenství, 2012 ","Pacienti přicházející do lékárny s předpisem na přípravky s obsahem solí železa trpí 
pravděpodobně anémií z nedostatku železa (sideropenická anémie). Lékárník ve chvíli samotné 
expedice nemůže znát příčinu jejího vzniku u daného pacienta, avšak jeho primárním úkolem je …",Marie Zajicova,10
[PDF][PDF] List of Investigators and Independent Ethics Committees,https://pdfs.semanticscholar.org/7667/30c93f7007e246cdaa4d95c2817e7966e100.pdf,"V Stanek, F nemocnice Brno, S Kozakova, P Urbanek… ",pdfs.semanticscholar.org,… Marie Zajicova Olomoucka 86 …,Marie Zajicova,10
"[PDF][PDF] Dispenzační minimum, jak by dnes mělo vypadat–obecný pohled praktikujícího lékárníka",https://www.praktickelekarenstvi.cz/pdfs/lek/2005/02/10.pdf,PDM Zajícová ,"Praktické lékárenství, 2005 ","O dispenzačním minimu je k dispozici maximum informací. Otázkou však je, zda-li je vždy 
pacientům poskytováno v příslušném rozsahu. Tady se mnozí kolegové v názoru liší. Co je 
nutné pacientovi říci, co je schopen pochopit, co je schopen dodržovat, v jakých případech …",Marie Zajicova,10
Persistent prevention of oxaliplatin-induced peripheral neuropathy using calmangafodipir (PledOx®): a placebo-controlled randomised phase II study (PLIANT),https://www.tandfonline.com/doi/abs/10.1080/0284186X.2017.1398836,"B Glimelius, N Manojlovic, P Pfeiffer, B Mosidze… ","Acta …, 2018 ","Purpose: Oxaliplatin causes disabling acute and chronic peripheral neuropathy. We explored 
the preventive effects of calmangafodipir, mimicking the mitochondrial enzyme manganese 
superoxide dismutase, thereby protecting cells from oxidative stress, in a placebo-controlled…",Marie Zajicova,10
Bakalářský koncert 29.4. 2015,https://is.jamu.cz/th/17244/hf_b,A ŠEVČÍKOVÁ ,2015 ,"Anotace Bakalářská práce „Váša Příhoda “pojednává o životě jednoho z nejvýznamnějších 
českých houslistů světového formátu, přibližuje jeho koncertní činnost, kompoziční a pedagogický 
přínos. Poskytuje také informace ohledně Institutu Váši Příhody, jeho činnosti, stejně …",Marie Zajicova,10
K RODINNÝM TRADICÍM NA OSTRAVSKU—DĚTI V RODINĚ,https://www.jstor.org/stable/42699533,V Tůmová ,"Český lid, 1969 ","Beim Studium des Familienlebens im Ostrauer Gebiet wurde den Kindern in der Familie, sowie 
den die Fürsorge um die Kinder und deren Erziehung betreffenden Traditionen bedeutende 
Aufmerksamkeit gewidmet. Die Entfaltung dieser Seiten des Familienlebens im Ostrauer …",Marie Zajicova,10
Extent of ipt gene expression and resulting amount of cytokinins affect activities of carboxylation enzymes in transgenic plants,https://link.springer.com/article/10.1007/s10535-005-0070-1,J Kveton ,"Biologia plantarum, 2006 ","Three types of transgenic plants of Solanum tuberosum cvs. Kamyk and Oreb, and Nicotiana 
tabacum cvs. Maryland Mammoth and Trapezond were selected according to intensity of 
introduced ipt gene expression and resulting amount of synthesised cytokinins (CKs). In …",Marie Zajicova,10
"11th annual meeting of EuroPharm Forum: report on a WHO meeting, Copenhagen, Denmark 3-5 October 2002",https://apps.who.int/iris/handle/10665/107464,World Health Organization ,2002 ,"… Lucie Driova and Marie Zajicova from the Czech Republic presented their twinning 
programme. Ms Driova reported on the current healthcare situation in the country. Ms Zajicova 
continued with more details on the actual twinning programme, informing about how it had …",Marie Zajicova,10
"[PDF][PDF] Marie Bohuňovská–spisovatelka, kurátorka, aktivistka.",https://is.muni.cz/th/mdpn1/bakalarska_prace.pdf,I Čepičková ,is.muni.cz,"V úvodu své bakalářské práce si dovolím být poněkud osobní. S paní Marií Bohuňovskou 
jsem se seznámila na podzim roku 2012. Tehdy jsem pracovala pro firmu, která paní Marii 
nabídla prostory k uspořádání její Vánoční výstavy. Pro mě osobně bylo důleţité, ţe jsem právě …",Marie Zajicova,10
[PDF][PDF] Superpotraviny–maca,http://www.praktickelekarenstvi.cz/savepdfs/lek/2021/01/15.pdf,"D Jankovská, I Garguláková ",praktickelekarenstvi.cz,"Současný životní styl ve vyspělých zemích světa s sebou přináší řadu zdravotních rizik, která 
přispívají ke vzniku civilizačních onemocnění. Mezi ně patří např. kardiovaskulární onemocnění, 
diabetes, obezita, rakovina, revmatická onemocnění, sexuální dysfunkce, chronický …",Marie Zajicova,10
[PDF][PDF] Výborným poradcom a odborníkom v jednom je pre nás práve lekárnik,https://unipharma.sk/wp-content/uploads/2013/04/Lekarnik-2015-02.pdf,XX Ročník ,unipharma.sk," Kvôli prideľovaniu kreditov Slovenskou lekárnickou komorou je potrebné, aby každý autor 
zaslal najneskôr do 30. 4. 2014 abstrakt príspevku (max. 600 slov) upravený podľa pokynov 
pre prispievateľov do časopisu Farmaceutický obzor doc. RNDr. M. Fulmekovej, CSc. a …",Marie Zajicova,17
[PDF][PDF] Charitativní a sociální práce,https://theses.cz/id/fkvvjo/BP_2010_11_09.pdf,P Chromková ,theses.cz,"… Marie Zajícová), která pracovala skupinovou i individuální prací jak s dětmi, tak s rodiči, 
popřípadě formou rodinné terapie. Třetí vedoucí (Mgr. Blanka Hrazdilová) přinesla do programu 
novou koncepci ve formě Programu Pět P, který prosazoval spíše práci individuální (dvojice …",Marie Zajicova,17
Hrabě Ferdinand Johann Verdugo (1635-1672) jako hejtman Žateckého kraje,https://dk.upce.cz/handle/10195/75536,D Leinveberová ,2020 ,"Předkládaná diplomová práce pojednává o Ferdinandovi Johannovi hraběti Verdugovi (1635-1672), 
se zaměřením na jeho práci v úřadu Žateckého krajského hejtmana za panský stav, ve 
kterém působil v letech 1665-1667. Práce se zabývá fungováním úřadu samotného. …",Marie Zajicova,17
"[PDF][PDF] Antonín Hulka a Maxmilián Pilát, poslanci z Valašska",https://is.muni.cz/th/wro01/Bakalarska_prace.pdf,J Hala ,is.muni.cz,"Anotace Bakalářská diplomová práce „Antonín Hulka a Maxmilián Pilát, poslanci z Valašska 
“seznamuje čtenáře se ţivotními příběhy dvou osobností, které působily na valašskomeziříčsku 
na přelomu 19. a 20. století, s jejich veřejnou činností v tomto regionu a zejména s jejich …",Marie Zajicova,17
Ženy na okraji společnosti v českých zemích a Velké Británii v letech 1900-1930-komparativní studie,https://otik.uk.zcu.cz/handle/11025/39525,M Kratochvílová ,2019 ,"Kriminalita něžného pohlaví reprezentuje v rámci ženských dějin velice specifické téma. 
Bádání v dané oblasti pak skrze podrobný výzkum a v neposlední řadě rovněž rekonstrukce 
konkrétních trestných činů páchaných v období 1900-1930 ve Velké Británii a českých zemích …",Marie Zajicova,17
Babická praxe v pacovské farnosti ve druhé polovině 19. století,https://dspace.cuni.cz/handle/20.500.11956/84130,K Kubíčková ,2015 ,"Ústředním tématem předkládané diplomové práce je babická praxe v prostředí pacovské 
farnosti v období druhé poloviny 19. století. Na základě studia odborné literatury a archivních 
dokumentů rozličné povahy, zejména pak matrik, byly zkoumány motivace žen k výběru …",Marie Zajicova,17
[PDF][PDF] 22. SYMPÓZIUM Z DEJÍN FARMÁCIE,https://unipharma.sk/wp-content/uploads/2016/11/Lekarnik-06_2017_web.pdf,"PDM Fedorová, RNDA Bartunek, PDU Ambrušová ",unipharma.sk,"Vážení lekárnici, revízni farmaceuti, čitatelia hlavnou témou časopisu, ktorý držíte práve v rukách, 
sú kontroly, ktoré zdravotné poisťovne vykonávajú v lekárňach, u poskytovateľov lekárenskej 
starostlivosti. Keď sa povie kontrola, mnohým hneď napadne sankcia. Čo to tá kontrola …",Marie Zajicova,17
,,,,,Marie Zajicova,17
,,,,,Karin Jannesson,0
,,,,,Karin Jannesson,0
,,,,,Karin Jannesson,0
To feel like an outsider: focus group discussions regarding the influence on sexuality caused by breast cancer treatment,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2354.2011.01239.x,"K Klaeson, K Sandell… ","European Journal of …, 2011 ","KLAESON K., SANDELL K. & BERTERÖ CM (2011) European Journal of Cancer Care20, 
728–737 To feel like an outsider: focus group discussions regarding the influence on sexuality 
caused by breast cancer treatment The aftermath of breast cancer treatment, especially the …",Kicki Klaeson,10
Sexual health in primary health care–a qualitative study of nurses' experiences,https://onlinelibrary.wiley.com/doi/abs/10.1111/jocn.13454,"K Klaeson, L Hovlin, H Guvå… ","Journal of clinical …, 2017 ","Aim and objectives To illuminate nurses’ experiences and opportunities to discuss sexual 
health with patients in primary health care. Background Sexual health is a concept associated 
with many taboos, and research shows that nurses feel uncomfortable talking to patients …",Kicki Klaeson,10
Sexuality in the context of prostate cancer narratives,https://journals.sagepub.com/doi/abs/10.1177/1049732312449208,"K Klaeson, K Sandell… ","Qualitative Health …, 2012 ","In this study we explored how men diagnosed with prostate cancer experienced their sexuality 
from a lifeworld perspective. One essential meaning was identified: “having the elixir of life 
stolen.” This essential meaning had four constituents: “something that no longer exists,” “the …",Kicki Klaeson,10
Existential challenges in young people living with a cancer diagnosis,https://www.sciencedirect.com/science/article/pii/S1462388916300746,"I Odh, M Löfving, K Klaeson ","European Journal of Oncology Nursing, 2016 ","Purpose In Sweden, approximately 500 people between the ages of 15 and 39 are diagnosed 
with cancer each year. When someone is diagnosed with a life-threatening disease, existential 
issues are easily triggered. Young adults are in a developmental phase of life and are …",Kicki Klaeson,10
"Talking about sexuality: desire, virility, and intimacy in the context of prostate cancer associations",https://journals.sagepub.com/doi/abs/10.1177/1557988312458143,"K Klaeson, K Sandell… ","American journal of men's …, 2013 ","Prostate cancer and its outcomes are a real threat for health and well-being for men living in 
the Western world. The number of men with a diagnosis of prostate cancer, before the age of 
65 years, has increased in recent decades. The aim of this study was to explore how some …",Kicki Klaeson,10
Sexual identity following breast cancer treatments in premenopausal women,https://www.tandfonline.com/doi/abs/10.1080/17482620802130399,"K Klaeson, CM Berterö ","… Journal of Qualitative studies on Health …, 2008 ","The phenomenon in focus for this study was the sexual identity preserved in premenopausal 
women due to breast cancer treatments. During the last decade the methods of breast cancer 
treatments have become more aggressive and many women have had to undergo surgery…",Kicki Klaeson,10
Lived experiences and caring needs in young adults diagnosed with cancer,https://onlinelibrary.wiley.com/doi/abs/10.1111/nuf.12595,"MEJ Alander, K Klaeson, H Nyqvist… ","Nursing …, 2021 ","Aims and Objectives To explore the lived experience of young adults diagnosed with cancer 
and to increase our understanding of how to help them with their caring needs. Background 
Being diagnosed with cancer is normally related with an existential crisis. This indicates that …",Kicki Klaeson,10
