hcp_name,num_articles,title,title_link,authors,publications,snippet
Jan Frisell,30,[HTML][HTML] Swedish prospective multicenter trial evaluating sentinel lymph node biopsy after neoadjuvant systemic therapy in clinically node-positive breast cancer,https://link.springer.com/article/10.1007/s10549-017-4164-1,"LH Zetterlund, J Frisell, A Zouzos, R Axelsson… ","Breast cancer research …, 2017 ","Purpose Patients with clinically node-positive breast cancer planned for neoadjuvant systemic 
therapy (NAST) may draw advantages from the nodal downstaging effect and reduce the 
extent of axillary surgery with sentinel lymph node biopsy (SLNB) performed after NAST. …"
Jan Frisell,30,The Stockholm breast cancer screening trial—5-year results and stage at discovery,https://link.springer.com/article/10.1007/BF01806553,"J Frisell, G Eklund, L Hellström, U Glas… ","Breast cancer research …, 1989 ","In screening programmes it is important to assess a preliminary effectiveness of the screening 
method as soon as possible in order to forecast survival figures. In March 1981 a controlled 
single-view mammographic screening trial for breast cancer was started in the south of …"
Jan Frisell,30,[HTML][HTML] Breast cancer in young women and prognosis: How important are proliferation markers?,https://www.sciencedirect.com/science/article/pii/S0959804917311772,"H Fredholm, K Magnusson, LS Lindström… ","European journal of …, 2017 ","Aim Compared to middle-aged women, young women with breast cancer have a higher risk of 
systemic disease. We studied expression of proliferation markers in relation to age and 
subtype and their association with long-term prognosis. Methods Distant disease-free survival (…"
Jan Frisell,30,Sentinel node biopsy for breast cancer larger than 3 cm in diameter,https://academic.oup.com/bjs/article-abstract/94/8/948/6156005,"J Schüle, J Frisell, C Ingvar… ","Journal of British …, 2007 ","Background Sentinel node biopsy (SNB) is a standard staging procedure in early breast 
cancer. Its suitability for larger tumours has been questioned. This study evaluated the 
reliability of SNB in women with invasive breast cancer larger than 3 cm in diameter who were …"
Jan Frisell,30,Molecular differences between screen-detected and interval breast cancers are largely explained by PAM50 subtypes,https://clincancerres.aacrjournals.org/content/23/10/2584.abstract,"J Li, E Ivansson, D Klevebring, NP Tobin… ","Clinical Cancer …, 2017 ","Purpose: Interval breast cancer is of clinical interest, as it exhibits an aggressive phenotype 
and evades detection by screening mammography. A comprehensive picture of somatic 
changes that drive tumors to become symptomatic in the screening interval can improve …"
Jenny Bergqvist,10,"[HTML][HTML] Finfish aquaculture: Animal welfare, the environment, and ethical implications",https://link.springer.com/article/10.1007/s10806-011-9346-y,"J Bergqvist, S Gunnarsson ","Journal of agricultural and environmental …, 2013 ","The aim of this review is to assess the ethical implications of finfish aquaculture, regarding fish 
welfare and environmental aspects. The finfish aquaculture industry has grown substantially 
the last decades, both as a result of the over-fishing of wild fish populations, and because …"
Jenny Bergqvist,10,Antibiotic treatment in end-of-life cancer Patients—A retrospective observational study at a palliative care center in Sweden,https://www.mdpi.com/154912,"M Helde-Frankling, J Bergqvist, P Bergman… ","Cancers, 2016 ","Background: The aim of this study was to elucidate whether palliative cancer patients benefit 
from antibiotic treatment in the last two weeks of life when an infection is suspected. Method: 
We reviewed medical records from 160 deceased palliative cancer patients that had been …"
Jenny Bergqvist,10,[HTML][HTML] Activated ERK1/2 and phosphorylated oestrogen receptor α are associated with improved breast cancer survival in women treated with tamoxifen,https://www.sciencedirect.com/science/article/pii/S0959804906001559,"J Bergqvist, G Elmberger, J Ohd, B Linderholm… ","European journal of …, 2006 ","The aim of this study was to investigate the expression of activated (phosphorylated) ERK1/2, 
oestrogen receptor α phosphorylated at S118 (ERα S118 ), and HER2 in primary breast 
cancer, and to make correlations with the outcome of tamoxifen therapy. We performed …"
Jenny Bergqvist,10,The impact of integrated home palliative care services on resource use and place of death,https://www.liebertpub.com/doi/abs/10.1089/jpm.2018.0639,"J Bergqvist, G Ljunggren ","Journal of palliative medicine, 2020 ","Background: Specialized home-based palliative care (HPC) services aim at reducing the 
number of visits to emergency departments (EDs) and hospitalizations at end of life. In addition, 
it offers patients the possibility to die at home. Objective: To investigate whether the last …"
Jenny Bergqvist,10,[HTML][HTML] Vitamin D supplementation to palliative cancer patients shows positive effects on pain and infections—results from a matched case-control study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184208,"M Helde-Frankling, J Höijer, J Bergqvist… ","PLoS …, 2017 ","Background We previously showed an association between low vitamin D levels and high 
opioid doses to alleviate pain in palliative cancer patients. The aim of this case-controlled study 
was to investigate if vitamin D supplementation could improve pain management, quality of …"
Jenny Bergqvist,10,[HTML][HTML] Low vitamin D levels are associated with higher opioid dose in palliative cancer patients–results from an observational study in Sweden,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128223,"P Bergman, S Sperneder, J Höijer, J Bergqvist… ","PLoS …, 2015 ","Background Vitamin D deficiency is common among palliative cancer patients and has been 
connected to an increased risk for pain, depressions and infections. Therefore we wanted to 
test the hypothesis that low 25-hydroxyvitamin D (25OHD) levels are associated with higher …"
Jenny Bergqvist,10,How to treat male breast cancer.,https://europepmc.org/article/med/18210656,"K Czene, J Bergqvist, P Hall, J Bergh ","Breast (Edinburgh, Scotland), 2007 ","The prevalence for breast cancer in males in Europe is estimated to be 1 or less per 100,000. 
Male breast cancer has a peak incidence at the age of 71 years. There are no randomized 
data giving information on the optimal therapy for male breast cancer patients, thereby …"
Jenny Bergqvist,10,The will to live–breast cancer patients perceptions' of palliative chemotherapy,https://www.tandfonline.com/doi/abs/10.1080/0284186X.2017.1327719,"J Bergqvist, P Strang ","Acta Oncologica, 2017 ","Background: For women with metastatic breast cancer, late lines of chemotherapy might be 
beneficial but also harmful. Ongoing chemotherapy late in life increase the risk of late or 
absent discussions of palliative care and access to symptom relief by other options than …"
Jenny Bergqvist,10,"[HTML][HTML] 'Palliative-D'—Vitamin D Supplementation to Palliative Cancer Patients: A Double Blind, Randomized Placebo-Controlled Multicenter Trial",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8345220/,"MH Frankling, C Klasson, C Sandberg, M Nordström… ","Cancers, 2021 ","The aim of the ‘Palliative-D’study was to test the hypothesis that correction of vitamin D deficiency 
reduces opioid use in cancer patients admitted to palliative care. A multicenter randomized, 
placebo-controlled, double-blind trial in three home-based palliative care facilities in …"
Jenny Bergqvist,10,[HTML][HTML] Quantitative real-time PCR analysis and microarray-based RNA expression of HER2 in relation to outcome,https://www.sciencedirect.com/science/article/pii/S0923753419420346,"J Bergqvist, JF Ohd, J Smeds, S Klaar, J Isola… ","Annals of oncology, 2007 ","Background: Our aim was to use quantitative real-time PCR (Q-PCR) and RNA expression 
profiles (RNA-EPs) to investigate HER2 status in relation to outcome. Patients and methods: 
Cut-off levels for Q-PCR and RNA-EP were established in relation to immunohistochemistry (…"
Jenny Bergqvist,20,"'Palliative-D'—Vitamin D Supplementation to Palliative Cancer Patients: A Double Blind, Randomized Placebo-Controlled Multicenter Trial",https://www.mdpi.com/1200188,"M Helde Frankling, C Klasson, C Sandberg… ","Cancers, 2021 ","Simple Summary In this study, the effect of vitamin D supplementation on pain, infections, 
fatigue and quality of life in patients with advanced cancer with verified vitamin D deficiency 
was studied. To this end, a randomized controlled trial, ‘Palliative-D’, was conducted, …"
Jenny Bergqvist,20,"[HTML][HTML] The effects of clinical and sociodemographic factors on survival, resource use and lead times in patients with high-grade gliomas: a population-based register …",https://link.springer.com/article/10.1007/s11060-018-2899-0,"J Bergqvist, H Iderberg, J Mesterton… ","Journal of Neuro …, 2018 ","Background Previous studies indicate an effect of sociodemographic factors on risk for being 
diagnosed with, as well as on survival of cancer in general. Our primary aim was to analyse 
sociodemographic factors, resource use and lead times in health care after diagnosis with …"
Jenny Bergqvist,20,[HTML][HTML] Breast cancer patients' preferences for truth versus hope are dynamic and change during late lines of palliative chemotherapy,https://www.sciencedirect.com/science/article/pii/S0885392418314842,"J Bergqvist, P Strang ","Journal of pain and symptom management, 2019 ","Context Women with metastatic breast cancer often receive many lines of palliative 
chemotherapy, which might be beneficial but also harmful. Still, little is known about the patients' 
perception of the patient-doctor communication regarding late lines of noncurative treatment. …"
Jenny Bergqvist,20,[HTML][HTML] How to treat male breast cancer,https://www.sciencedirect.com/science/article/pii/S0960977607001476,"C Kamila, B Jenny, H Per, B Jonas ","The Breast, 2007 ","The prevalence for breast cancer in males in Europe is estimated to be 1 or less per 100 000. 
Male breast cancer has a peak incidence at the age of 71 years. There are no randomized 
data giving information on the optimal therapy for male breast cancer patients, thereby …"
Jenny Bergqvist,20,"Healthcare resource use, comorbidity, treatment and clinical outcomes for patients with primary intracranial tumors: a Swedish population-based register study",https://www.tandfonline.com/doi/abs/10.1080/0284186X.2016.1257864,"J Bergqvist, H Iderberg, J Mesterton, N Bengtsson… ","Acta …, 2017 ","Background: Primary intracranial tumors are relatively uncommon and heterogeneous, 
which make them challenging to study. We coupled data from unique Swedish population-based 
registries in order to deeper analyze the most common intracranical tumor types. Patient …"
Jenny Bergqvist,20,"Vitamin D supplementation to palliative cancer patients: protocol of a double-blind, randomised controlled trial 'Palliative-D'",https://spcare.bmj.com/content/7/4/458.abstract,"M Helde-Frankling, J Bergqvist, C Klasson… ","BMJ supportive & …, 2017 ","Background According to a small pilot study on palliative cancer patients at our ward, 
vitamin D supplementation had beneficial effects on pain (measured as opioid consumption), 
infections and quality of life (QoL) without having any significant side effects. Objective The …"
Jenny Bergqvist,20,Does palliative chemotherapy provide a palliative effect on symptoms in late palliative stages? An interview study with oncologists,https://www.tandfonline.com/doi/abs/10.1080/0284186X.2017.1332426,"P Strang, J Bergqvist ","Acta oncologica, 2017 ","Background: The possible chemotherapy effects on symptoms in late stages of palliative 
chemotherapy are seldom registered in clinical practice or investigated as primary outcomes. 
The aim was therefore to study physicians’ opinions and experiences about chemotherapy …"
Jenny Bergqvist,20,[HTML][HTML] Patient interactive digital support for women with adjuvant endocrine therapy in order to increase compliance and quality of life,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7686217/,"J Bergqvist, S Lundström… ","Supportive Care in Cancer, 2021 ","Purpose The primary aim of the study was to develop and investigate a patient interactive 
digital support (an app) for patients on adjuvant endocrine breast cancer treatment. Patient’s 
interactive digital applications are a fast-growing area for research and development. In …"
Jenny Bergqvist,20,Aquaculture,http://stud.epsilon.slu.se/1505/,J Bergqvist ,2010 ,"The aim of this review is to assess the ethical implications of aquaculture, regarding fish 
welfare and environmental aspects. The aquaculture industry has grown substantially the 
last decades, both as a result of the over-fishing of wild fish populations, and because of the …"
Jenny Bergqvist,20,Erratum to “How to treat male breast cancer”[The Breast 16S2 (2007) S147–S154],https://www.thebreastonline.com/article/S0960-9776(08)00002-7/abstract,"K Czene, J Bergqvist, P Hall, J Bergh ","The Breast, 2008 ","The prevalence for breast cancer in males in Europe is estimated to be 1 or less per 100 000. 
Male breast cancer has a peak incidence at the age of 71 years. There are no randomized 
data giving information on the optimal therapy for male breast cancer patients, thereby …"
Jenny Bergqvist,30,"[HTML][HTML] Chronic obstructive pulmonary disease and lung cancer: access to palliative care, emergency room visits and hospital deaths",https://bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-021-01533-3,"P Strang, P Fürst, C Hedman… ","BMC …, 2021 ","Despite the severe symptoms experienced by dying COPD patients, specialized palliative 
care (SPC) services focus mainly on cancer patients. We aimed to study the access to SPC 
that COPD and lung cancer (LC) patients receive and how that access affects the need for …"
Jenny Bergqvist,30,[BOOK][B] HER2 and TP53 in human breast cancer: Studies of methods and prognostic value,https://openarchive.ki.se/xmlui/handle/10616/38105,J Bergqvist ,2006 ,"Prognostic and predictive factors are needed for tailored therapy strategies, aimed at reducing 
breast cancer relapse and improving survival. The present arsenal of such factors is insufficient. 
The aims of this thesis were to study the TP53 gene, and the human epidermal growth …"
Jenny Bergqvist,30,"Kartläggning"" Hitta språket"" Vad händer sedan?",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1492018,"J Bergqvist, M Reuterhäll ",2020 ,"… Vi, Jenny Bergqvist och Malin Reuterhäll har gemensamt planerat, strukturerat och genomfört 
detta examensarbete. Vi har skrivit alla kapitel tillsammans och har ett ömsesidigt ansvar 
över innehållet i arbetet. Våra undersökningar är genomförda av oss båda och resultaten har …"
Jenny Bergqvist,30,"Kartläggning"" Hitta språket"" Vad händer sedan?",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1492018,"J Bergqvist, M Reuterhäll ",2020 ,"… Vi, Jenny Bergqvist och Malin Reuterhäll har gemensamt planerat, strukturerat och genomfört 
detta examensarbete. Vi har skrivit alla kapitel tillsammans och har ett ömsesidigt ansvar 
över innehållet i arbetet. Våra undersökningar är genomförda av oss båda och resultaten har …"
Jenny Bergqvist,30,När såren har läkt och ärren finns kvar: Allvarligt brännskadade människors upplevelser av sin livssituation,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1311959,"J Bergqvist, E Gustavsson ",2010 ,"Varje år drabbas ett tusental människor i Sverige av allvarlig brännskada, en skada som 
kommer att förändra deras liv för alltid. Sjuksköterskan kan dagligen möta människor som 
känner sig stigmatiserade, kanske utan att hon vet om det. Den brännskadade kan inte dölja sitt …"
Jenny Bergqvist,30,"Makter, normer och den goda samhällsmedborgaren: Konstruktioner av barn i leksituationer",https://www.diva-portal.org/smash/record.jsf?pid=diva2:946228,"J Bergqvist, A Johansson ",2016 ,"Syftet med vår studie är att synliggöra vilka diskurser som uppstår när pedagoger analyserar 
barns relationer i leken genom stimulated recall. Avsikten med stimulated recall är att närma 
oss hur pedagoger i förskolans verksamhet pratar om barns relationer. Detta är relevant då …"
Jenny Bergqvist,30,"Makter, normer och den goda samhällsmedborgaren: Konstruktioner av barn i leksituationer",https://www.diva-portal.org/smash/record.jsf?pid=diva2:946228,"J Bergqvist, A Johansson ",2016 ,"Syftet med vår studie är att synliggöra vilka diskurser som uppstår när pedagoger analyserar 
barns relationer i leken genom stimulated recall. Avsikten med stimulated recall är att närma 
oss hur pedagoger i förskolans verksamhet pratar om barns relationer. Detta är relevant då …"
Jenny Bergqvist,30,"Makter, normer och den goda samhällsmedborgaren: Konstruktioner av barn i leksituationer",https://www.diva-portal.org/smash/record.jsf?pid=diva2:946228,"J Bergqvist, A Johansson ",2016 ,"Syftet med vår studie är att synliggöra vilka diskurser som uppstår när pedagoger analyserar 
barns relationer i leken genom stimulated recall. Avsikten med stimulated recall är att närma 
oss hur pedagoger i förskolans verksamhet pratar om barns relationer. Detta är relevant då …"
Jenny Bergqvist,30,[CITATION][C] Sjuksköterskors upplevelser av bemötande avseende patienter inom hospicevård,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1122755,"J Bergqvist, Å Kolm ",2007 ,
Jenny Bergqvist,30,[PDF][PDF] Alternativ modernisering,http://www.historisktidskrift.se/fulltext/2005-1/pdf/HT_2005-1_079-85_sundin.pdf,B Sundin ,"Historisk Tidskrift, 2005 ","… Det framgår inte minst av två på sin tid kända personligheter, Johan Hansson och Jenny 
Bergqvist – senare förenade i äktenskap – vilka … Som framskymtar mellan raderna i Stolares 
avhandling kunde även Jenny Bergqvist/Hansson ges en mer framträdande roll i skildringen …"
Johan Ahlgren,10,Sex differences in fertility-related information received by young adult cancer survivors,https://ascopubs.org/doi/abs/10.1200/JCO.2011.40.6470,"GM Armuand, KA Rodriguez-Wallberg… ","Journal of Clinical …, 2012 ","Purpose The aim was to investigate male and female cancer survivors' perception of fertility-related 
information and use of fertility preservation (FP) in connection with cancer treatment during 
reproductive age. Methods The study sample consisted of cancer survivors diagnosed …"
Johan Ahlgren,10,"[PDF][PDF] Adjuvant capecitabine, docetaxel, cyclophosphamide, and epirubicin for early breast cancer: final analysis of the randomized FinXX trial",https://www.academia.edu/download/51792387/Adjuvant_Capecitabine_Docetaxel_Cyclopho20170214-31350-16w4l5k.pdf,"H Joensuu, PL Kellokumpu-Lehtinen, R Huovinen… ","J Clin Oncol, 2012 ","… Heikki Joensuu, Pirkko-Liisa Kellokumpu-Lehtinen, Riikka Huovinen, Arja Jukkola-Vuorinen, 
Minna Tanner, Riitta Kokko, Johan Ahlgren, Päivi Auvinen, Outi Paija, Leena Helle, 
Kenneth Villman, Paul Nyandoto, Greger Nilsson, Marjo Pajunen, Raija Asola, Paula …"
Johan Ahlgren,10,"Mammography screening reduces rates of advanced and fatal breast cancers: Results in 549,091 women",https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.32859,"SW Duffy, L Tabár, AMF Yen, PB Dean, RA Smith… ","Cancer, 2020 ","Background It is of paramount importance to evaluate the impact of participation in organized 
mammography service screening independently from changes in breast cancer treatment. 
This can be done by measuring the incidence of fatal breast cancer, which is based on the …"
Johan Ahlgren,10,A Phase I study of CHS 828 in patients with solid tumor malignancy,https://clincancerres.aacrjournals.org/content/8/9/2843.short,"P Hovstadius, R Larsson, E Jonsson, T Skov… ","Clinical cancer …, 2002 ","CHS 828 is a cyanoguanidine, which has demonstrated potent antitumor activity in preclinical 
tumor models. The activity of CHS 828 in vitro showed only low to moderate correlation to 
other antineoplastic agents suggesting a unique mechanism of action. Ten females and 6 …"
Johan Ahlgren,10,[PDF][PDF] Pattern of chewing and malocclusion of teeth A clinical study,https://www.tandfonline.com/doi/pdf/10.3109/00016356709072519,J Ahlgren ,"Acta odontologica scandinavica, 1967 ","It has been shown from cinematographic experiments that man very early acquires a 
characteristic manner of chewing (A hlgren, 1966). Furthermore, it has been deinonstrated that 
on the whole there are seven types of chewing patterns (dhlgren, 1966). The chewing pattern …"
Johan Ahlgren,10,Health-related quality of life among women with breast cancer–a population-based study,https://www.tandfonline.com/doi/abs/10.3109/0284186X.2011.577446,"M Høyer, B Johansson, K Nordin, L Bergkvist… ","Acta …, 2011 ","Background. High incidence rates of breast cancer emphasize the importance of increased 
knowledge about the health-related quality of life (HRQoL) in this patient group. The aim of 
the present study was to describe and compare HRQoL among breast cancer patients shortly …"
Johan Ahlgren,10,"Sexual dysfunction and reproductive concerns in young women with breast cancer: Type, prevalence, and predictors of problems",https://onlinelibrary.wiley.com/doi/abs/10.1002/pon.4886,"L Ljungman, J Ahlgren, LM Petersson… ","Psycho …, 2018 ","Objective A dearth of studies focusing on young women (<40 years) with breast cancer have 
hampered the understanding of the type, prevalence, and predictors of sexual dysfunction 
and reproductive concerns in this population. Methods Data were collected from 181 women (…"
Johan Ahlgren,10,[HTML][HTML] Adherence and discontinuation of adjuvant hormonal therapy in breast cancer patients: a population-based study,https://link.springer.com/article/10.1007/s10549-012-1961-4,"A Wigertz, J Ahlgren, M Holmqvist, T Fornander… ","Breast cancer research …, 2012 ","Adherence to long-term pharmacological treatment for chronic conditions is often less than 
optimal. Till date, a limited number of population-based studies have assessed adherence 
to adjuvant hormonal therapy in breast cancer, a therapy with proven benefits in terms of …"
Johan Ahlgren,10,"[HTML][HTML] Breast cancer, sickness absence, income and marital status. A study on life situation 1 year prior diagnosis compared to 3 and 5 years after diagnosis",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0018040,"S Eaker, A Wigertz, PC Lambert, L Bergkvist, J Ahlgren… ","PloS one, 2011 ","Background Improved cancer survival poses important questions about future life conditions of 
the survivor. We examined the possible influence of a breast cancer diagnosis on subsequent 
working and marital status, sickness absence and income. Materials We conducted a …"
Johan Ahlgren,10,Muscle activity in normal and postnormal occlusion,https://www.sciencedirect.com/science/article/pii/0002941673902583,"JGA Ahlgren, BF Ingervall, BL Thilander ","American journal of orthodontics, 1973 ","The EMG activity in the rest position of the mandible, during chewing, and during swallowing 
was compared in fifteen boys with normal occlusion and fifteen boys with Angle Class II, 
Division 1 malocclusion. The children's ages varied between 9 and 13 years, with a mean of 10 …"
Johan Ahlgren,20,An electromyographic analysis of the temporalis function of normal occlusion,https://www.sciencedirect.com/science/article/pii/0002941685900442,"J Ahlgren, B Sonesson, M Blitz ","American Journal of Orthodontics, 1985 ","Electromyographic (EMG) activity was recorded from the anterior, middle, and posterior 
regions of the temporalis muscle in ten subjects with normal occlusion of the teeth and with 
the mandible at rest and during exertion of increased biting force, using bipolar intramuscular …"
Johan Ahlgren,20,[HTML][HTML] Aromatase inhibitors alone or sequentially combined with tamoxifen in postmenopausal early breast cancer compared with tamoxifen or placebo–meta …,https://www.sciencedirect.com/science/article/pii/S0960977616000114,"L Rydén, MH Arnlind, S Vitols, M Höistad, J Ahlgren ","The Breast, 2016 ","Tamoxifen (TAM) and aromatase inhibitors (AI) are adjuvant therapy options for postmenopausal 
women with estrogen receptor positive (ER+) breast cancer. This systematic review of 
seven randomized controlled studies comparing TAM and AI, and one study comparing …"
Johan Ahlgren,20,[HTML][HTML] Impact of comorbidity on management and mortality in women diagnosed with breast cancer,https://link.springer.com/article/10.1007/s10549-012-2176-4,"A Berglund, A Wigertz, J Adolfsson, J Ahlgren… ","Breast cancer research …, 2012 ","To investigate associations between comorbidity burden, management, and mortality in women 
with breast cancer. A total of 42,646 women diagnosed with breast cancer between 1992 
and 2008 were identified in two Clinical Quality Registers in Central Sweden. Breast cancer-…"
Johan Ahlgren,20,[HTML][HTML] Survival and axillary recurrence following sentinel node-positive breast cancer without completion axillary lymph node dissection: the randomized controlled …,https://bmccancer.biomedcentral.com/articles/10.1186/s12885-017-3361-y,"J de Boniface, J Frisell, Y Andersson… ","Bmc …, 2017 ","The role of axillary lymph node dissection (ALND) has increasingly been called into question 
among patients with positive sentinel lymph nodes. Two recent trials have failed to show a 
survival difference in sentinel node-positive breast cancer patients who were randomized …"
Johan Ahlgren,20,"[HTML][HTML] Adjuvant capecitabine in combination with docetaxel and cyclophosphamide plus epirubicin for breast cancer: an open-label, randomised controlled trial",https://www.sciencedirect.com/science/article/pii/S1470204509703079,"H Joensuu, PL Kellokumpu-Lehtinen, R Huovinen… ","The lancet oncology, 2009 ","Background Standard adjuvant chemotherapy regimens for patients with moderate-to-high-risk 
early breast cancer typically contain a taxane, an anthracycline, and cyclophosphamide. We 
aimed to investigate whether integration of capecitabine into such a regimen enhances …"
Johan Ahlgren,20,"Adjuvant capecitabine in combination with docetaxel, epirubicin, and cyclophosphamide for early breast cancer: the randomized clinical FinXX trial",https://jamanetwork.com/journals/jamaoncology/article-abstract/2606438,"H Joensuu, PL Kellokumpu-Lehtinen… ","JAMA …, 2017 ","Importance Capecitabine is not considered a standard agent in the adjuvant treatment of 
early breast cancer. The results of this study suggest that addition of adjuvant capecitabine 
to a regimen that contains docetaxel, epirubicin, and cyclophosphamide improves survival …"
Johan Ahlgren,20,Social differences in breast cancer survival in relation to patient management within a National Health Care System (Sweden),https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.23875,"S Eaker, M Halmin, R Bellocco… ","… journal of cancer, 2009 ","Epidemiologic studies have shown that cancer survival is poorer in low compared with high 
socioeconomic groups. We investigated whether these differences were associated with 
disparities in tumour characteristics and management. This cohort study was based on 9,908 …"
Johan Ahlgren,20,[HTML][HTML] Reductions in use of hormone replacement therapy: effects on Swedish breast cancer incidence trends only seen after several years,https://link.springer.com/article/10.1007/s10549-009-0615-7,"M Lambe, A Wigertz, M Holmqvist, J Adolfsson… ","Breast cancer research …, 2010 ","Studies from Western countries have found evidence of a recent decline in breast cancer 
incidence rates in postmenopausal women, findings which have been hypothesized to 
reflect a reduced use of hormonal replacement therapy (HRT). We examined breast cancer …"
Johan Ahlgren,20,Overexpression of cyclin E protein is associated with specific mutation types in the              p53              gene and poor survival in human breast cancer,https://academic.oup.com/carcin/article-abstract/25/3/375/2390624,"T Lindahl, G Landberg, J Ahlgren, H Nordgren… ","…, 2004 ","Cyclin E is one of the key regulators of the G 1 /S transition in the cell cycle. Overexpression of 
cyclin E has been observed in several malignancies and is associated with high proliferation, 
aberrant expression of other cell cycle regulators and chromosomal instability in vitro . To …"
Johan Ahlgren,20,Beneficial effect of consecutive screening mammography examinations on mortality from breast cancer: a prospective study,https://pubs.rsna.org/doi/abs/10.1148/radiol.2021203935,"SW Duffy, L Tabár, AMF Yen, PB Dean, RA Smith… ","Radiology, 2021 ","Background Previously, the risk of death from breast cancer was analyzed for women 
participating versus those not participating in the last screening examination before breast 
cancer diagnosis. Consecutive attendance patterns may further refine estimates. Purpose To …"
Johan Ahlgren,30,Regional differences in breast cancer survival despite common guidelines,https://cebp.aacrjournals.org/content/14/12/2914.short,"S Eaker, PW Dickman, V Hellström, MM Zack… ","Cancer Epidemiology …, 2005 ","Purpose: Despite a uniform regional breast cancer care program, breast cancer survival 
differs within regions. We therefore examined breast cancer survival in relation to differences 
in diagnostic activity, tumor characteristics, and treatment in seven Swedish counties within a …"
Johan Ahlgren,30,Mentalis and orbicularis oris activity in children with incompetent lips: an electromyographic and cephalometric study,https://www.tandfonline.com/doi/abs/10.3109/00016357509004640,"M Gustafsson, J Ahlgren ","Acta Odontologica Scandinavica, 1975 ","In order to study the function and the level of activity of the mentalis and the orbicularis oris 
superior muscles in subjects with different lip morphology, an electromyographic investigation 
was carried out on ten children with normal lip position (competent lips) and ten children …"
Johan Ahlgren,30,[HTML][HTML] Cyclin A as a marker for prognosis and chemotherapy response in advanced breast cancer,https://www.nature.com/articles/6602735,"P Poikonen, J Sjöström, RM Amini, K Villman… ","British journal of …, 2005 ","We wanted to study cyclin A as a marker for prognosis and chemotherapy response. A total of 
283 women with metastatic breast cancer were initially enrolled in a randomised multicentre 
trial comparing docetaxel to sequential methotrexate-fluorouracil (MF) in advanced breast …"
Johan Ahlgren,30,"A follow-up study of cleft lip and palate patients treated with orthodontics, secondary bone grafting, and prosthetic rehabilitation",https://www.tandfonline.com/doi/abs/10.3109/02844317409084381,"B Johanson, Å Ohlsson, H Friede… ","Scandinavian journal of …, 1974 ","The purpose of this study was to evaluate the significance of secondary bone grafting in cleft 
palate treatment. The investigation included a clinical, a biometrical, and a radiographic 
follow-up of the occlusion, the craniofacial morphology and the function of the masticatory …"
Johan Ahlgren,30,Early and late electromyographic response to treatment with activators.,https://europepmc.org/article/med/278485,J Ahlgren ,"American journal of orthodontics, 1978 ","An EMG analysis of twenty Class II cases treated with activators shows that: 1. During daytime 
use of activators, the protractor muscles of the mandible are stimulated, while the retractors 
are inhibited. 2. During nightime use of activators, no functional stimulation can be recorded…"
Johan Ahlgren,30,[PDF][PDF] Kinesiology of the mandible an EMG study,https://www.tandfonline.com/doi/pdf/10.3109/00016356709019779,J Ahlgren ,"Acta odontologica scandinavica, 1967 ","I x'r 11 or) uc'r ION In an earlier kincsiologic study the movements of the man-dible were analyzed 
partly hy electromyogrmph~ and p: irlly by cineiiiatographyiy (. i hlgren, 1966). However, 
for a complete untler\t: inding of the kinesiology of the iii: mdible it is necessary to record …"
Johan Ahlgren,30,[PDF][PDF] The silent period in the EMG of the jaw muscles during mastication and its relationship to tooth contact,https://www.tandfonline.com/doi/pdf/10.3109/00016356909008951,J Ahlgren ,"Acta odontologica scandinavica, 1969 ","Electromyographic studies of the jaw muscles have yielded valuable information on the 
physiology of the stomatognathic system. The degree and coordination of muscular contraction 
during movements and positions of the mandible are fairly well known. Recent polygraphic …"
Johan Ahlgren,30,[HTML][HTML] Water brownification may increase the invasibility of a submerged non-native macrophyte,https://link.springer.com/article/10.1007/s10530-012-0216-y,"RP Mormul, J Ahlgren, MK Ekvall, LA Hansson… ","Biological …, 2012 ","Environmental conditions and human activities play a significant role in structuring novel 
assemblages of native and non-native species. Ongoing and future climatic change may alter 
the performance of native and non-native species and their biotic interactions. In the northern …"
Johan Ahlgren,30,Late results of activator-treatment: a cephalometric study,https://www.tandfonline.com/doi/abs/10.1179/bjo.3.3.181,"J Ahlgren, C Laurin ","British Journal of Orthodontics, 1976 ","The purpose of this study was to analyse cephalometrically the long-term effect of Activator 
treatment on the dentofacial skeleton in 50 consecutively treated cases of postnormal and 
prenormal occlusion. Comparisons of dentofacial form between successful and unsuccessful …"
